"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0764505041";"Creating Web Pages for Dummies";"Bud E. Smith";"1999";"John Wiley &amp; Sons Inc";"http://images.amazon.com/images/P/0764505041.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0764505041.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0764505041.01.LZZZZZZZ.jpg"
"1572319364";"Running Microsoft Office 2000 Standard and Professional";"Michael Young";"1999";"Microsoft Press";"http://images.amazon.com/images/P/1572319364.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1572319364.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1572319364.01.LZZZZZZZ.jpg"
"0070613893";"Talking Dollars and Making Sense: A Wealth Building Guide for African-Americans";"Brooke  Stephens";"1996";"McGraw-Hill Trade";"http://images.amazon.com/images/P/0070613893.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070613893.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070613893.01.LZZZZZZZ.jpg"
"0812926013";"The Thinker's Toolkit: Fourteen Skills for Making Smarter Decisions in Business and in Life";"Morgan D. Jones";"1995";"Crown Business";"http://images.amazon.com/images/P/0812926013.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812926013.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812926013.01.LZZZZZZZ.jpg"
"067974505X";"What the IRS Doesn't Want You to Know: A Cpa Reveals the Tricks of the Trade (What the IRS Doesn't Want You to Know)";"Martin, Cpa Kaplan";"1995";"Villard Books";"http://images.amazon.com/images/P/067974505X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067974505X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067974505X.01.LZZZZZZZ.jpg"
"0786301244";"Your 401 (K Plan : How and Where to Invest)";"Mark L. Schwanbeck";"1994";"McGraw-Hill";"http://images.amazon.com/images/P/0786301244.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786301244.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786301244.01.LZZZZZZZ.jpg"
"0819168033";"The Elements of English: A Glossary of Basic Terms for Literature, Composition, and Grammar";"Stan Malles";"1988";"Madison Books";"http://images.amazon.com/images/P/0819168033.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0819168033.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0819168033.01.LZZZZZZZ.jpg"
"0028621697";"The New York Public Library Desk Reference";"Macmillan Publishing";"1998";"MacMillan USA";"http://images.amazon.com/images/P/0028621697.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0028621697.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0028621697.01.LZZZZZZZ.jpg"
"0671882430";"Webster's New World Dictionary of American English/1994/College Edition";"Victoria Neufeldt";"1993";"Macmillan General Reference";"http://images.amazon.com/images/P/0671882430.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671882430.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671882430.01.LZZZZZZZ.jpg"
"0877795460";"Merriam-Webster's Geographical Dictionary";"Merriam-Webster";"1997";"Merriam-Webster";"http://images.amazon.com/images/P/0877795460.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0877795460.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0877795460.01.LZZZZZZZ.jpg"
"0805017860";"The people's chronology: A year-by-year record of human events from prehistory to the present (A Henry Holt reference book)";"James Trager";"1992";"H. Holt";"http://images.amazon.com/images/P/0805017860.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0805017860.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0805017860.01.LZZZZZZZ.jpg"
"0898798078";"The Writer's Digest Guide to Good Writing";"Thomas Clark";"1997";"F &amp; W Pubns";"http://images.amazon.com/images/P/0898798078.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0898798078.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0898798078.01.LZZZZZZZ.jpg"
"039458581X";"The Dictionary of Global Culture";"Anthony Appiah";"1996";"Random House Inc";"http://images.amazon.com/images/P/039458581X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039458581X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039458581X.01.LZZZZZZZ.jpg"
"0679449639";"Random House Word Menu";"Stephen Glazier";"1996";"Random House Reference Publishing";"http://images.amazon.com/images/P/0679449639.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679449639.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679449639.01.LZZZZZZZ.jpg"
"0887308791";"An Eye for Winners: How I Built One of America's Greatest Direct-Mail Business";"Lillian Vernon";"1997";"HarperBusiness";"http://images.amazon.com/images/P/0887308791.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0887308791.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0887308791.01.LZZZZZZZ.jpg"
"1564581764";"DK Handbooks: Dogs";"David Alderton";"1993";"Dorling Kindersley Publishing";"http://images.amazon.com/images/P/1564581764.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1564581764.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1564581764.01.LZZZZZZZ.jpg"
"0671795058";"Speaking Your Mind in 101 Difficult Situations";"Don Gabor";"1994";"Fireside";"http://images.amazon.com/images/P/0671795058.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671795058.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671795058.01.LZZZZZZZ.jpg"
"0671782231";"MASTERING YOUR MOODS: RECOGNIZING YOUR EMOTIONAL STYLE &amp; MAKNG IT WORK FOR YOU";"Melvyn Kinder";"1994";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0671782231.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671782231.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671782231.01.LZZZZZZZ.jpg"
"0867209437";"First Aid Handbook";"National Safety Council";"1995";"Jones &amp; Bartlett Publishers";"http://images.amazon.com/images/P/0867209437.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0867209437.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0867209437.01.LZZZZZZZ.jpg"
"055337320X";"The Pill Book (Pill Book (Quality Paper))";"Harold M. Silverman";"1994";"Bantam Books";"http://images.amazon.com/images/P/055337320X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/055337320X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/055337320X.01.LZZZZZZZ.jpg"
"0198691262";"The New Fowler's Modern English Usage";"R. W. Burchfield";"1996";"Oxford University Press";"http://images.amazon.com/images/P/0198691262.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0198691262.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0198691262.01.LZZZZZZZ.jpg"
"0688120369";"The Good Housekeeping Household Encyclopedia";"Carolyn E. Forte";"1993";"Harpercollins";"http://images.amazon.com/images/P/0688120369.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688120369.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688120369.01.LZZZZZZZ.jpg"
"087596365X";"Health and Healing for African Americans: Straight Talk and Tips from More Than 150 Black Doctors on Our Top Health Concerns";"Sheree Crute";"1997";"St Martins Pr";"http://images.amazon.com/images/P/087596365X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/087596365X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/087596365X.01.LZZZZZZZ.jpg"
"1568650043";"Every Womans Health the Complete Guide to Body";"Douglass S. Thompson";"1993";"Bantam Doubleday Dell";"http://images.amazon.com/images/P/1568650043.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1568650043.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1568650043.01.LZZZZZZZ.jpg"
"0062731769";"The Portable Pediatrician for Parents";"Laura Nathanson Walther";"1994";"Harper Resource";"http://images.amazon.com/images/P/0062731769.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0062731769.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0062731769.01.LZZZZZZZ.jpg"
"0875963080";"Stress Remedies: Hundreds of Fast-Relief Tips to Relax Your Body, Calm Your Mind, and Defuse the Number One Cause of Everyday Health Problems and Chronic Disease";"Carl Sherman";"1997";"St Martins Pr";"http://images.amazon.com/images/P/0875963080.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0875963080.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0875963080.01.LZZZZZZZ.jpg"
"0684824566";"ANDRE TALKS HAIR";"Andre Walker";"1997";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684824566.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684824566.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684824566.01.LZZZZZZZ.jpg"
"0385333099";"Protecting the Gift: Keeping Children and Teenagers Safe (And Parents Sane)";"Gavin De Becker";"1999";"Dial Pr";"http://images.amazon.com/images/P/0385333099.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385333099.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385333099.01.LZZZZZZZ.jpg"
"0517706229";"The Path to Love: Renewing the Power of Spirit in Your Life";"Deepak Chopra";"1997";"Random House Inc";"http://images.amazon.com/images/P/0517706229.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517706229.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517706229.01.LZZZZZZZ.jpg"
"0679741283";"The American Medical Association Guide to Your Family's Symptoms (Formerly Titled the Ama Home Medical Adviser)";"Charles B. Clayman";"1994";"Random House";"http://images.amazon.com/images/P/0679741283.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679741283.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679741283.01.LZZZZZZZ.jpg"
"0895774283";"Garden Planning (Rd Home Handbooks)";"John Brookes";"1992";"Putnam Pub Group";"http://images.amazon.com/images/P/0895774283.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0895774283.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0895774283.01.LZZZZZZZ.jpg"
"0517880105";"Mrs. Greenthumbs: How I Turned a Boring Yard into a Glorious Garden and How You Can, Too";"Cassandra Danz";"1993";"Three Rivers Press (CA)";"http://images.amazon.com/images/P/0517880105.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517880105.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517880105.01.LZZZZZZZ.jpg"
"0897210026";"All About Houseplants";"Marianne Lipanovich";"1994";"Meredith Books";"http://images.amazon.com/images/P/0897210026.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0897210026.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0897210026.01.LZZZZZZZ.jpg"
"0764152688";"An Essential Guide to Choosing Your Tropical Freshwater Fish (Tankmasters Series)";"Gina Sandford";"2000";"Barron's Educational Series";"http://images.amazon.com/images/P/0764152688.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0764152688.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0764152688.01.LZZZZZZZ.jpg"
"0606191941";"The Complete Stories";"Zora Neale Hurston";"1996";"Turtleback Books Distributed by Demco Media";"http://images.amazon.com/images/P/0606191941.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0606191941.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0606191941.01.LZZZZZZZ.jpg"
"156849694X";"Native Son";"Richard Wright";"1997";"Buccaneer Books Inc";"http://images.amazon.com/images/P/156849694X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/156849694X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/156849694X.01.LZZZZZZZ.jpg"
"068814487X";"Tumbling";"Diane McKinney-Whetstone";"1996";"William Morrow &amp; Company";"http://images.amazon.com/images/P/068814487X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/068814487X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/068814487X.01.LZZZZZZZ.jpg"
"0688149944";"Tempest Rising";"Diane McKinney-Whetstone";"1998";"William Morrow &amp; Company";"http://images.amazon.com/images/P/0688149944.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688149944.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688149944.01.LZZZZZZZ.jpg"
"0688149952";"Blues Dancing: A Novel";"Diane McKinney-Whetstone";"1999";"William Morrow &amp; Company";"http://images.amazon.com/images/P/0688149952.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688149952.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688149952.01.LZZZZZZZ.jpg"
"0385476256";"Speaking Truth to Power";"Anita Hill";"1997";"Doubleday";"http://images.amazon.com/images/P/0385476256.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385476256.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385476256.01.LZZZZZZZ.jpg"
"1558611479";"The Living Is Easy";"Dorothy West";"1996";"Feminist Press";"http://images.amazon.com/images/P/1558611479.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1558611479.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1558611479.01.LZZZZZZZ.jpg"
"0525940707";"A Kwanzaa Celebration: Festive Recipes and Homemade Gifts from an African-American Kitchen";"Angela Shelf Medearis";"1995";"Penguin USA";"http://images.amazon.com/images/P/0525940707.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0525940707.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0525940707.01.LZZZZZZZ.jpg"
"1580601200";"Beloved";"Toni Morrison";"1987";"Collectible First Editions";"http://images.amazon.com/images/P/1580601200.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1580601200.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1580601200.01.LZZZZZZZ.jpg"
"0679455841";"Anything We Love Can Be Saved: A Writer's Activism";"Alice Walker";"1997";"Random House";"http://images.amazon.com/images/P/0679455841.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679455841.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679455841.01.LZZZZZZZ.jpg"
"0151191549";"The Color Purple: Tenth Anniversary Editon";"Alice Walker";"1992";"Harcourt";"http://images.amazon.com/images/P/0151191549.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0151191549.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0151191549.01.LZZZZZZZ.jpg"
"0195065107";"The Oxford Companion to African American Literature";"William L. Andrews";"1997";"Oxford University Press";"http://images.amazon.com/images/P/0195065107.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0195065107.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0195065107.01.LZZZZZZZ.jpg"
"006021290X";"The March on Washington";"James Haskins";"1993";"Harpercollins";"http://images.amazon.com/images/P/006021290X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/006021290X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/006021290X.01.LZZZZZZZ.jpg"
"006446055X";"The Black Americans : A History in Their Own Words";"Milton Meltzer";"1987";"HarperTrophy";"http://images.amazon.com/images/P/006446055X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/006446055X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/006446055X.01.LZZZZZZZ.jpg"
"0070219079";"From Slavery to Freedom: A History of African Americans";"John Hope Franklin";"1994";"McGraw-Hill Companies";"http://images.amazon.com/images/P/0070219079.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070219079.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070219079.01.LZZZZZZZ.jpg"
"0393971414";"The Music of Black Americans: A History";"Eileen Southern";"1997";"W. W. Norton &amp; Company";"http://images.amazon.com/images/P/0393971414.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393971414.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393971414.01.LZZZZZZZ.jpg"
"0671028448";"The Rose That Grew From Concrete";"Tupac Shakur";"1999";"MTV";"http://images.amazon.com/images/P/0671028448.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671028448.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671028448.01.LZZZZZZZ.jpg"
"0393027392";"Sojourner Truth: A Life, a Symbol";"Nell Irvin Painter";"1996";"W. W. Norton &amp; Company";"http://images.amazon.com/images/P/0393027392.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393027392.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393027392.01.LZZZZZZZ.jpg"
"0679426310";"The Collected Poems of Langston Hughes";"Langston Hughes";"1994";"Alfred A. Knopf";"http://images.amazon.com/images/P/0679426310.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679426310.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679426310.01.LZZZZZZZ.jpg"
"0786704551";"Black Genius: And the American Experience";"Dick Russell";"1998";"Pub Group West";"http://images.amazon.com/images/P/0786704551.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786704551.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786704551.01.LZZZZZZZ.jpg"
"0805027599";"African Exodus: The Origins of Modern Humanity";"Christopher Stringer";"1997";"Henry Holt &amp; Company";"http://images.amazon.com/images/P/0805027599.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0805027599.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0805027599.01.LZZZZZZZ.jpg"
"0395687179";"Black Saga: The African American Experience";"Charles M. Christian";"1995";"Houghton Mifflin";"http://images.amazon.com/images/P/0395687179.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395687179.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395687179.01.LZZZZZZZ.jpg"
"0316914851";"Ghosts of Mississippi: The Murder of Medgar Evers, the Trials of Byron De LA Beckwith, and the Haunting of the New South (Ghosts of Mississippi)";"Maryanne Vollers";"1995";"Little Brown &amp; Co";"http://images.amazon.com/images/P/0316914851.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316914851.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316914851.01.LZZZZZZZ.jpg"
"067942895X";"The Complete Collected Poems of Maya Angelou";"MAYA ANGELOU";"1994";"Random House";"http://images.amazon.com/images/P/067942895X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067942895X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067942895X.01.LZZZZZZZ.jpg"
"0393040011";"The Norton Anthology of African American Literature";"Henry Louis, Jr Gates";"1996";"W. W. Norton &amp; Company";"http://images.amazon.com/images/P/0393040011.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393040011.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393040011.01.LZZZZZZZ.jpg"
"0810981890";"Jackie Robinson: An Intimate Portrait";"Rachel Robinson";"1998";"Abradale/Abrams";"http://images.amazon.com/images/P/0810981890.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0810981890.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0810981890.01.LZZZZZZZ.jpg"
"0385488963";"Q: The Autobiography of Quincy Jones";"QUINCY JONES";"2001";"Doubleday";"http://images.amazon.com/images/P/0385488963.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385488963.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385488963.01.LZZZZZZZ.jpg"
"0316255203";"Watch Me Fly: What I Learned on the Way to Becoming the Woman I Was Meant to Be";"Myrlie Evers-Williams";"1999";"Little Brown and Company";"http://images.amazon.com/images/P/0316255203.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316255203.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316255203.01.LZZZZZZZ.jpg"
"0446527467";"Angel on My Shoulder: An Autobiography";"Natalie Cole";"2000";"Warner Books";"http://images.amazon.com/images/P/0446527467.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446527467.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446527467.01.LZZZZZZZ.jpg"
"0062516078";"The Measure of a Man : A Spiritual Autobiography";"Sidney Poitier";"2000";"HarperSanFrancisco";"http://images.amazon.com/images/P/0062516078.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0062516078.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0062516078.01.LZZZZZZZ.jpg"
"1573220396";"Don't Block the Blessings: Revelations of a Lifetime";"Patti Labelle";"1996";"Riverhead Books";"http://images.amazon.com/images/P/1573220396.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1573220396.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1573220396.01.LZZZZZZZ.jpg"
"039914420X";"Truly Blessed";"Teddy Pendergrass";"1998";"Putnam Publishing Group";"http://images.amazon.com/images/P/039914420X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039914420X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039914420X.01.LZZZZZZZ.jpg"
